title,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
White Day: A Labyrinth Named School (2017),PlayStation 4,0.02,NA,0.01,0.01,0.00
Race Driver: Create & Race,DS,0.02,0.01,0.00,NA,0.00
Storm Lover Kai!!,PSP,0.02,NA,NA,0.02,NA
Minna to Issho,PlayStation Vita,0.02,NA,NA,0.02,NA
Nurarihyon no Mago: Hyakki Ryouran Taisen,PlayStation 3,0.02,NA,NA,0.02,NA
LEGO Star Wars II: The Original Trilogy,PC,0.02,NA,0.01,NA,0.00
A Vampyre Story,PC,0.02,NA,0.01,NA,0.00
Enkaku Sousa: Sana e no 23 Hiai,PSP,0.02,NA,NA,0.02,NA
Hummer Badlands,Xbox,0.02,0.01,0.00,NA,0.00
Syberia II,PC,0.02,NA,0.01,NA,0.00
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,0.02,NA,NA,0.02,NA
Majesty 2 Collection,PC,0.02,NA,0.01,NA,0.00
Iron Soldier 3,PlayStation,0.02,0.01,0.01,NA,0.00
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,0.02,NA,NA,0.02,NA
SNK Heroines Tag Team Frenzy,PlayStation 4,0.02,NA,NA,0.02,NA
Durarara!! Relay,PlayStation Vita,0.02,NA,NA,0.02,NA
Post Mortem,PC,0.02,NA,0.01,NA,0.00
Sniper Elite,PC,0.02,NA,0.01,NA,0.00
UNO 52,DS,0.02,0.01,NA,NA,0.00
Tiger & Bunny: Hero's Day,PSP,0.02,NA,NA,0.02,NA
Tokyo Tattoo Girls,PlayStation Vita,0.02,0.01,NA,NA,0.00
Dakar 18,Xbox One,0.02,0.01,NA,NA,0.00
Wall-E,PC,0.02,NA,0.01,NA,0.00
War for the Overworld,PC,0.02,NA,0.01,NA,0.00
Accel World: Kasoku no Chouten,PlayStation 3,0.02,NA,NA,0.02,NA
Pachinko Kaou: Misora Hibari,PlayStation 2,0.02,NA,NA,0.02,NA
Poupee Girl DS,DS,0.02,NA,NA,0.02,NA
DuckTales: Remastered,PC,0.02,NA,0.01,NA,0.00
Harukanaru Toki no Naka de 6: Gentou Rondo,PlayStation Vita,0.02,NA,NA,0.02,NA
Rapala Fishing Pro Series,Switch,0.02,0.01,NA,NA,0.00
Choro Q,PlayStation 2,0.02,0.01,0.01,NA,0.00
Just Cause,PlayStation 2,0.02,0.01,0.01,NA,0.00
Colin McRae Rally 2005,PC,0.02,NA,0.01,NA,0.00
Germany's Next Topmodel 2011,DS,0.02,NA,0.01,NA,0.00
Narcissus: Moshimo Ashita ga Runara,PSP,0.02,NA,NA,0.02,NA
Truck Racer,Wii,0.02,NA,0.01,NA,0.00
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PlayStation Vita,0.02,NA,NA,0.02,NA
Persona Dancing: Deluxe Twin Plus,PlayStation Vita,0.02,NA,NA,0.02,NA
IHRA Drag Racing: Sportsman Edition,Xbox,0.02,0.01,0.00,NA,0.00
"Sharin no Kuni, Himawari no Shoujo",Xbox 360,0.02,NA,NA,0.02,NA
Drone Tactics,DS,0.02,0.01,NA,NA,0.00
I Love Horses: Rider's Paradise,Wii,0.02,0.01,NA,NA,0.00
Simple DS Series Vol. 42: The Haioku Byoutou,DS,0.02,NA,NA,0.02,NA
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,0.02,NA,NA,0.02,NA
Technic Beat,PlayStation 2,0.02,0.01,0.01,NA,0.00
Football Academy,DS,0.02,NA,0.01,NA,0.00
FIFA Soccer 08,PC,0.02,NA,0.01,NA,0.00
Football Manager 2007,Xbox 360,0.02,NA,0.01,NA,0.00
Pioneer no Banshou,PlayStation Vita,0.02,NA,NA,0.02,NA
Hanayamata: Yosakoi Live,PlayStation Vita,0.02,NA,NA,0.02,NA
WRC 5: FIA World Rally Championship,Xbox One,0.02,NA,0.01,NA,0.00
Yume Neko DS,DS,0.02,NA,NA,0.02,NA
Dream C Club,PlayStation 3,0.02,NA,NA,0.02,NA
SBK Superbike World Championship,PlayStation 2,0.02,0.01,0.01,NA,0.00
Yoku's Island Express,Xbox One,0.02,0.01,NA,NA,0.00
Memories Off 6: Next Relation,PlayStation 2,0.02,NA,NA,0.02,NA
Scared Rider Xechs,PlayStation 2,0.02,NA,NA,0.02,NA
Contrast,PC,0.02,NA,0.01,NA,0.00
Motorsport Manager (2017),PC,0.02,NA,0.01,NA,0.00
Vitamin X: Detective B6,PSP,0.02,NA,NA,0.02,NA
Misshitsu no Sacrifice,PSP,0.02,NA,NA,0.02,NA
Ouran Koukou Host Bu,PlayStation 2,0.02,NA,NA,0.02,NA
Lotus Challenge,GameCube,0.02,0.01,0.00,NA,0.00
Grisaia no Kajitsu: Side Episode,PlayStation Vita,0.02,NA,NA,0.02,NA
Penguins of Madagascar,Wii,0.02,0.00,0.01,NA,0.00
Dragon Quest X: All in One Package Ver.1-4,PlayStation 4,0.01,NA,NA,0.01,NA
Chameleon: To Dye For!,DS,0.01,0.01,NA,NA,0.00
Dragon Zakura DS,DS,0.01,NA,NA,0.01,NA
Rugby League Live 3,PlayStation 3,0.01,NA,0.01,NA,0.00
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,0.01,NA,NA,0.01,NA
Blackthorne,GBA,0.01,0.01,0.00,NA,0.00
DokuSui: DokiDoki Suikoden,PSP,0.01,NA,NA,0.01,NA
Shinseiki Evangelion: Battle Orchestra Portable,PSP,0.01,NA,NA,0.01,NA
BlazBlue: Continuum Shift EXTEND,PSP,0.01,NA,NA,0.01,NA
Bomberman (jp sales),PSP,0.01,NA,NA,0.01,NA
S.Y.K: Shinsetsu Saiyuuki,PlayStation 2,0.01,NA,NA,0.01,NA
Military History: Commander - Europe at War,DS,0.01,NA,0.01,NA,0.00
Worldwide Soccer Manager 2006,PC,0.01,NA,0.01,NA,0.00
Black Cat,PlayStation 2,0.01,NA,NA,0.01,NA
Fast Racing Neo,Wii U,0.01,NA,0.01,NA,0.00
Evil Genius,PC,0.01,NA,0.01,NA,0.00
Smart Kid's Mega Game Mix,DS,0.01,0.01,NA,NA,0.00
Space Invaders Revolution,DS,0.01,0.01,0.00,NA,0.00
Wiffle Ball Advance,DS,0.01,0.01,NA,NA,0.00
GRIP: Combat Racing,PlayStation 4,0.01,0.01,NA,NA,0.00
Impossible Creatures,PC,0.01,NA,0.01,NA,0.00
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,0.01,NA,NA,0.01,NA
Tekken 7,PC,0.01,NA,0.01,NA,0.00
Imperium Romanum,PC,0.01,NA,0.01,NA,0.00
Wand of Fortune: Mirai e no Prologue Portable,PSP,0.01,NA,NA,0.01,NA
Harukanaru Toki no Naka de Ultimate,PlayStation Vita,0.01,NA,NA,0.01,NA
Secret Game Portable,PSP,0.01,NA,NA,0.01,NA
Sengoku Hime: Senran ni Mau Otometachi,PSP,0.01,NA,NA,0.01,NA
Kimi no Yuusha,DS,0.01,NA,NA,0.01,NA
The Peanuts Movie: Snoopy's Grand Adventure,Xbox 360,0.01,NA,0.01,NA,0.00
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Xbox 360,0.01,NA,NA,0.01,NA
Nobunaga no Yabou Online: Houou no Shou,PlayStation 3,0.01,NA,NA,0.01,NA
Postman Pat: Special Delivery Service,DS,0.01,NA,0.01,NA,0.00
Cosmetic Paradise: Make no Kiseki,DS,0.01,NA,NA,0.01,NA
Musynx,Switch,0.01,0.01,NA,NA,0.00
Nobunaga no Yabou DS,DS,0.01,NA,NA,0.01,NA
The Dwarves,PC,0.01,NA,0.01,NA,0.00
VOEZ,Switch,0.01,0.01,NA,0.01,0.00
Banner Saga Trilogy,Switch,0.01,0.01,NA,NA,0.00
Command & Conquer 4: Tiberian Twilight,PC,0.01,NA,0.01,NA,0.00
Wand of Fortune Portable,PSP,0.01,NA,NA,0.01,NA
Kurogane Kaikitan,PlayStation Vita,0.01,NA,NA,0.01,NA
Ninja Gaiden Sigma 2,PlayStation Vita,0.01,NA,0.00,0.01,0.00
Construction Simulator 2015,PC,0.01,NA,0.01,NA,0.00
Hana Oboro: Sengoku Denranki,PlayStation Vita,0.01,NA,NA,0.01,NA
Winter Sports 3: The Great Tournament,Xbox 360,0.01,NA,0.01,NA,0.00
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,0.01,NA,NA,0.01,NA
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,0.01,NA,NA,0.01,NA
SBK09 Superbike World Championship,PlayStation 3,0.01,NA,0.01,NA,0.00
Ten Pin Alley 2,GBA,0.01,0.01,0.00,NA,0.00
Himawari: Pebble in the Sky Portable,PSP,0.01,NA,NA,0.01,NA
Nobunaga's Ambition: Taishi,Switch,0.01,NA,NA,0.01,NA
Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,PlayStation Vita,0.01,NA,NA,0.01,NA
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PlayStation 2,0.01,NA,NA,0.01,NA
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,0.01,NA,NA,0.01,NA
NiGHTS into dreams...,PlayStation 2,0.01,NA,NA,0.01,NA
Shinobi Koutsutsu,PSP,0.01,NA,NA,0.01,NA
WinBack 2: Project Poseidon,PlayStation 2,0.01,0.01,0.01,NA,0.00
TrackMania Turbo,PC,0.01,NA,0.01,NA,0.00
La Corda d'Oro 3,PlayStation Vita,0.01,NA,NA,0.01,NA
Kaitou Rousseau,DS,0.01,NA,NA,0.01,NA
GunParade Orchestra: Ao no Shou,PlayStation 2,0.01,NA,NA,0.01,NA
Kenka Bancho Otome: Kanzenmuketsu no My Honey,PlayStation Vita,0.01,NA,NA,0.01,NA
NHL 16,PlayStation 3,0.01,NA,0.01,NA,0.00
Totally Spies! Totally Party,PlayStation 2,0.01,0.01,0.01,NA,0.00
Turok,PC,0.01,NA,0.01,NA,0.00
Legoland,PC,0.01,NA,0.01,NA,0.00
Puyo Pop Fever,GameCube,0.01,0.01,0.00,NA,0.00
Torment: Tides of Numenera,PlayStation 4,0.01,0.01,NA,NA,0.00
Moto Racer 4,Switch,0.01,0.01,NA,NA,0.00
Wizardry XTH: Unlimited Students,PlayStation 2,0.01,NA,NA,0.01,NA
Diary Girl,DS,0.01,0.01,0.00,NA,0.00
Princess is Money Hungry,PlayStation Vita,0.01,NA,NA,0.01,NA
Instant Brain,Xbox 360,0.01,NA,NA,0.01,NA
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,0.01,NA,0.01,NA,0.00
Let It Die,PlayStation 4,0.01,NA,0.01,0.01,0.00
Abunai: Koi no Sousa Shitsu,PSP,0.01,NA,NA,0.01,NA
Magic Encyclopedia: Moonlight,DS,0.01,NA,0.01,NA,0.00
Summer Lesson: Miyamoto Hikari Collection,PlayStation 4,0.01,NA,NA,0.01,NA
Don Bradman Cricket 14,PlayStation 3,0.01,NA,0.01,NA,0.00
Rise of Flight: Iron Cross Edition,PC,0.01,0.01,0.00,NA,0.00
Best Of Tests,DS,0.01,0.01,0.00,NA,0.00
SoulLink Extension,PlayStation 2,0.01,NA,NA,0.01,NA
Raven's Cry,PlayStation 4,0.01,NA,0.01,NA,0.00
Samurai Shodown Anthology (JP sales),PlayStation 2,0.01,NA,NA,0.01,NA
Winning Post 7 Maximum 2008,PlayStation 2,0.01,NA,NA,0.01,NA
Sonic Mania,PC,0.01,0.01,NA,NA,0.00
The Three Kingdoms Love Story ~ The Art of Otome!,PlayStation 2,0.01,NA,NA,0.01,NA
Unbox: Newbie's Adventure,Switch,0.01,NA,0.01,NA,0.00
LifeSigns: Surgical Unit,DS,0.01,0.01,0.01,NA,0.00
Alfa Romeo Racing Italiano,PlayStation 2,0.01,0.01,0.01,NA,0.00
Chaos;Head Dual,PlayStation Vita,0.01,NA,NA,0.01,NA
Honda ATV Fever,DS,0.01,0.01,NA,NA,0.00
FlatOut 4: Total Insanity,Xbox One,0.01,0.01,NA,NA,0.00
Guild Wars: Factions,PC,0.01,NA,0.01,NA,0.00
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PlayStation 2,0.01,NA,NA,0.01,NA
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,0.01,NA,NA,0.01,NA
Super Robot Taisen XO,Xbox 360,0.01,NA,NA,0.01,NA
Aquaman: Battle for Atlantis,Xbox,0.01,0.01,0.00,NA,0.00
Little Witch Academia: Chamber of Time,PlayStation 4,0.01,NA,NA,0.01,NA
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PlayStation 2,0.01,NA,NA,0.01,NA
Ship Simulator 2008,PC,0.01,NA,0.01,NA,0.00
Tempest 4000,Xbox One,0.01,0.01,NA,NA,0.00
50 Classic Games,3DS,0.01,NA,0.01,NA,0.00
MXGP 2,PC,0.01,NA,0.01,NA,0.00
Barbie and Her Sisters Puppy Rescue,Wii U,0.01,NA,0.01,NA,0.00
Mortal Kombat: Tournament Edition,GBA,0.01,0.01,0.00,NA,0.00
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Xbox,0.01,0.01,0.00,NA,0.00
Myst,PSP,0.01,NA,0.01,NA,0.00
World Poker Tour,GBA,0.01,0.01,0.00,NA,0.00
Fab 5 Soccer,DS,0.01,0.01,NA,NA,0.00
Infinite Stratos 2: Love and Purge,PlayStation Vita,0.01,NA,NA,0.01,NA
Umihara Kawase Jun: Second Edition Kanzenban,DS,0.01,NA,NA,0.01,NA
Theatre Of War,PC,0.01,NA,0.01,NA,0.00
WRC: FIA World Rally Championship,PC,0.01,NA,0.01,NA,0.00
Destiny Links,DS,0.01,NA,NA,0.01,NA
Egg Mania: Eggstreme Madness,Xbox,0.01,0.01,0.00,NA,0.00
Pro Angler Moves,PlayStation 3,0.01,0.01,NA,NA,0.00
Farming Simulator 15 Expansion Pack,PC,0.01,NA,0.01,NA,0.00
Flipping Death,Switch,0.01,0.01,NA,NA,0.00
Sakura Sakura: Haru Urara,PSP,0.01,NA,NA,0.01,NA
Super PickUps,Wii,0.01,0.01,NA,NA,0.00
Uta no * Prince-Sama: Sweet Serenade,PSP,0.01,NA,NA,0.01,NA
Max: The Curse of Brotherhood,Switch,0.01,0.01,NA,NA,0.00
The Legend of Heroes VI: Sora no Kiseki the 3rd,PlayStation 3,0.01,NA,NA,0.01,NA
Grand Theft Auto III,PC,0.01,NA,0.01,NA,0.00
New Game! The Challenge Stage!,PlayStation 4,0.01,NA,NA,0.01,NA
Road Trip: Shifting Gears,GBA,0.01,0.01,0.00,NA,0.00
Sengoku,PC,0.01,NA,0.01,NA,0.00
God Wars: Nihon Shinwa Taisen,PlayStation 4,0.01,NA,NA,0.01,NA
Hiiro no Kakera: Shin Tamayori Hime Denshou,PlayStation 2,0.01,NA,NA,0.01,NA
"Iza, Shutsujin! Koisen",PSP,0.01,NA,NA,0.01,NA
Major Dream: Major Wii Nagero! Gyroball!!,Wii,0.01,NA,NA,0.01,NA
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,0.01,NA,NA,0.01,NA
Grooverider: Slot Car Thunder,Xbox,0.01,0.01,0.00,NA,0.00
Bakumatsu Koihana: Shinsengumi DS,DS,0.01,NA,NA,0.01,NA
Brave: The Video Game,Wii,0.01,NA,0.01,NA,0.00
The Last Remnant,PC,0.01,NA,0.01,NA,0.00
Miyako: Awayuki no Utage,PSP,0.01,NA,NA,0.01,NA
Brawlout,Switch,0.01,0.01,NA,NA,0.00
Bullet Girls: Phantasia,PlayStation Vita,0.01,NA,NA,0.01,NA
Konami Classics Vol. 2,Xbox 360,0.01,0.01,NA,NA,0.00
Phineas and Ferb: Quest for Cool Stuff,Wii U,0.01,NA,0.01,NA,0.00
Aeon Flux,Xbox,0.01,0.01,0.00,NA,0.00
Kana: Imouto,PSP,0.01,NA,NA,0.01,NA
Neverwinter Nights 2: Mask of the Betrayer,PC,0.01,NA,0.01,NA,0.00
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,0.01,NA,NA,0.01,NA
Binary Star,PlayStation Vita,0.01,NA,NA,0.01,NA
Call of Juarez,PC,0.01,NA,0.01,NA,0.00
Yoku's Island Express,PlayStation 4,0.01,0.01,NA,NA,0.00
Rock N' Roll Racing,SNES,0.01,NA,NA,0.01,0.00
Games Around the World,DS,0.01,0.01,NA,NA,0.00
Super Neptunia RPG,PlayStation 4,0.01,NA,NA,0.01,NA
Mega Man X Legacy Collection 1,PlayStation 4,0.01,NA,NA,0.01,NA
Monkey Madness: Island Escape,DS,0.01,0.01,NA,NA,0.00
Nodame Cantabile,PlayStation 2,0.01,NA,NA,0.01,NA
Axiom Verge,PlayStation Vita,0.01,0.01,NA,NA,0.00
Rayman Raving Rabbids,PC,0.01,NA,0.01,NA,0.00
DoDonPachi Saidaioujou,Xbox 360,0.01,NA,NA,0.01,NA
Last Escort: Club Katze,PlayStation 2,0.01,NA,NA,0.01,NA
1/2 Summer +,PSP,0.01,NA,NA,0.01,NA
Resident Evil 4,PC,0.01,NA,0.01,NA,0.00
UEFA Champions League 2006-2007,PSP,0.01,0.01,0.00,NA,0.00
Winning Post 7 Maximum 2008,PlayStation 3,0.01,NA,NA,0.01,NA
Brave: The Video Game,DS,0.01,NA,0.01,NA,0.00
Pippa Funnell 2: Farm Adventures,DS,0.01,NA,0.01,NA,0.00
Irotoridori no Sekai: World's End Re-Birth,PlayStation Vita,0.01,NA,NA,0.01,NA
PDC World Championship Darts 2009,Wii,0.01,NA,0.01,NA,0.00
Tears to Tiara: Kakan no Daichi Portable,PSP,0.01,NA,NA,0.01,NA
theHunter: Call of the Wild,PC,0.01,NA,0.01,NA,0.00
Turbo Trainz,Wii,0.01,NA,0.01,NA,0.00
Black Wolves Saga: Weiss und Schwarz,PlayStation Vita,0.01,NA,NA,0.01,NA
Codename: Panzers Phase Two,PC,0.01,NA,0.01,NA,0.00
Football Manager Live,PC,0.01,NA,0.01,NA,0.00
Serious Sam II,PC,0.01,NA,0.01,NA,0.00
Monster Rancher Advance 2,GBA,0.01,0.01,0.00,NA,0.00
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,0.01,NA,NA,0.01,NA
Killer and Strawberry,PlayStation Vita,0.01,NA,NA,0.01,NA
Ostwind/Windstorm,PC,0.01,NA,0.01,NA,0.00
Skullgirls: 2nd Encore,PlayStation Vita,0.01,NA,NA,0.01,NA
Dr. Slump & Arale-Chan,DS,0.01,NA,NA,0.01,NA
Umineko no Naku Koro ni Portable 1,PSP,0.01,NA,NA,0.01,NA
Festa!! Hyper Girls Party,PlayStation 2,0.01,NA,NA,0.01,NA
Geten no Hana: Yume Akari,PSP,0.01,NA,NA,0.01,NA
Hakoniwa Company Works,PlayStation 4,0.01,NA,NA,0.01,NA
Unreal Tournament 2003,PC,0.01,NA,0.01,NA,0.00
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,0.01,NA,NA,0.01,NA
Game Book DS: Sword World 2.0,DS,0.01,NA,NA,0.01,NA
Vanark,PlayStation,0.01,0.01,0.01,NA,0.00
Digger Simulator,PC,0.01,NA,0.01,NA,0.00
WTA Tour Tennis,Xbox,0.01,0.01,0.00,NA,0.00
Jewel Quest II,PC,0.01,NA,0.01,NA,0.00
Doki-Doki Universe,PlayStation Vita,0.01,0.00,0.01,NA,0.00
Furious Karting,Xbox,0.01,0.01,0.00,NA,0.00
Pet Shop Monogatari DS 2,DS,0.01,NA,NA,0.01,NA
World Election,PlayStation Vita,0.01,NA,NA,0.01,NA
Chokkan! Asonde Relaxuma,DS,0.01,NA,NA,0.01,NA
Blitzkrieg 2 Anthology,PC,0.01,NA,0.01,NA,0.00
Hot Wheels: Stunt Track Challenge / World Race,GBA,0.01,0.01,0.00,NA,0.00
Kiniro no Corda 3,3DS,0.01,NA,NA,0.01,NA
Accel World: Kasoku no Chouten,PSP,0.01,NA,NA,0.01,NA
Mega Man X Legacy Collection 1,Switch,0.01,NA,NA,0.01,NA
Minna no Conveni,DS,0.01,NA,NA,0.01,NA
Shadow Tactics: Blades of the Shogun,Xbox One,0.01,0.01,NA,NA,0.00
SoulCalibur Legends (JP sales),Wii,0.01,NA,NA,0.01,NA
Izumo 2,PlayStation 2,0.01,NA,NA,0.01,NA
Smiley World: Island Challenge,DS,0.01,0.01,NA,NA,0.00
Bratz: Forever Diamondz,PlayStation 2,0.01,0.01,0.01,NA,0.00
Entaku no Seito: Students of Round,Xbox 360,0.01,NA,NA,0.01,NA
Curse of the Amsterdam Diamond,DS,0.01,NA,0.01,NA,0.00
Isshoni Gohan. Portable,PSP,0.01,NA,NA,0.01,NA
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,0.01,NA,NA,0.01,NA
King of Fighters 2002: Unlimited Match Tougeki Ver.,PlayStation 2,0.01,NA,NA,0.01,NA
Malice,Xbox,0.01,0.01,0.00,NA,0.00
My Little Baby,DS,0.01,NA,0.01,NA,0.00
htoL #NiQ: Hotaru no Nikki,PlayStation Vita,0.01,NA,NA,0.01,NA
Order Up!!,3DS,0.01,0.00,0.01,NA,0.00
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,0.01,NA,NA,0.01,NA
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,0.01,NA,NA,0.01,NA
Big Buck Hunter Arcade,Switch,0.01,0.01,NA,NA,0.00
Captain Morgane and the Golden Turtle,Wii,0.01,NA,0.01,NA,0.00
Ouka Sengoku Portable,PSP,0.01,NA,NA,0.01,NA
Wallace & Gromit: Curse of the Were-Rabbit,Xbox,0.01,0.01,0.00,NA,0.00
London Detective Mysteria,PlayStation Vita,0.01,NA,NA,0.01,NA
Mercenaries Saga Chronicles,Switch,0.01,0.01,NA,NA,0.00
Shepherd's Crossing,PSP,0.01,0.00,NA,0.01,0.00
Billion Road,Switch,0.01,NA,NA,0.01,NA
Tactics Layer: Ritina Guard Senki,DS,0.01,NA,NA,0.01,NA
Dark Parables: The Exiled Prince,PC,0.01,NA,0.01,NA,0.00
Marginal 4: Road to Galaxy,PlayStation Vita,0.01,NA,NA,0.01,NA
San-X Character Channel: All-Star Daishuugou!,DS,0.01,NA,NA,0.01,NA
Fuun Shinsengumi Bakumatsuden Portable,PSP,0.01,0.01,NA,NA,0.00
Sega Golf Club: Miyazato San Kyoudai Naizou,PlayStation 3,0.01,NA,NA,0.01,NA
DJ Max Respect,PlayStation 4,0.01,NA,NA,0.01,NA
Rozen Maiden: Gebetgarten,PlayStation 2,0.01,NA,NA,0.01,NA
A-Train 3D: City Simulator Neo,3DS,0.01,NA,NA,0.01,NA
Homeworld Remastered Collection,PC,0.01,NA,0.01,NA,0.00
Princess Arthur,PSP,0.01,NA,NA,0.01,NA
Sakura-Sou no Pet na Kanojo,PSP,0.01,NA,NA,0.01,NA
Fatal Fury: Battle Archives Volume 2 (JP sales),PlayStation 2,0.01,NA,NA,0.01,NA
Far Cry 3: Classic Edition,PlayStation 4,0.01,NA,NA,0.01,NA
Satisfashion,Wii,0.01,0.01,NA,NA,0.00
Tantei Jinguuji Saburo: Hai to Diamond,PSP,0.01,NA,NA,0.01,NA
Toro to Morimori,PlayStation 3,0.01,NA,NA,0.01,NA
DiRT 4,PC,0.01,NA,0.01,NA,0.00
Legend of Kay Anniversary,Wii U,0.01,NA,0.01,NA,0.00
Metal Slug Anthology,PlayStation 2,0.01,NA,NA,0.01,NA
Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,0.01,0.01,NA,NA,0.00
K-1 Grand Prix,PlayStation,0.01,0.01,0.01,NA,0.00
Shorts,DS,0.01,0.01,NA,NA,0.00
IL-2 Sturmovik,PC,0.01,NA,0.01,NA,0.00
Rave Master: Special Attack Force!,GBA,0.01,0.01,0.00,NA,0.00
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PlayStation 2,0.01,NA,NA,0.01,NA
The Town of Light,Xbox One,0.01,0.01,NA,NA,0.00
AKB1/48: Idol to Guam de Koishitara...,Xbox 360,0.01,NA,NA,0.01,NA
Casper,GBA,0.01,0.01,0.00,NA,0.00
Brain Exercise with Dr. Kawashima,PC,0.01,NA,0.01,NA,0.00
Virtua Tennis 3,PC,0.01,NA,0.01,NA,0.00
Hakuoki: Reimeiroku DS,DS,0.01,NA,NA,0.01,NA
Ro-Kyu-Bu! Secret Photo Op,PlayStation Vita,0.01,NA,NA,0.01,NA
Caladrius,Xbox 360,0.01,NA,NA,0.01,NA
Duel Love: Koisuru Otome wa Shouri no Megami,DS,0.01,NA,NA,0.01,NA
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,0.01,0.01,0.00,NA,0.00
Freekstyle,GBA,0.01,0.01,0.00,NA,0.00
Aa Megami-samaa,PlayStation 2,0.01,NA,NA,0.01,NA
Battle Worlds: Kronos,PC,0.01,NA,0.01,NA,0.00
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,0.01,NA,NA,0.01,NA
Groovin' Blocks,Wii,0.01,0.01,NA,NA,0.00
Marvel: Ultimate Alliance,PC,0.01,0.01,0.00,NA,0.00
Tomoyo After: It's a Wonderful Life CS Edition,PlayStation 2,0.01,NA,NA,0.01,NA
Flashback,PlayStation 4,0.01,0.01,NA,NA,0.00
Bakumatsu Rock,PSP,0.01,NA,NA,0.01,NA
Double Pack Tomb Raider: Legend / Anniversary,PSP,0.01,NA,0.01,NA,0.00
Far East of Eden II: Manji Maru,DS,0.01,NA,NA,0.01,NA
Spider-Man: Friend or Foe,PC,0.01,0.01,0.00,NA,0.00
Family Jockey,Wii,0.01,NA,NA,0.01,NA
Thunder Alley,GBA,0.01,0.01,0.00,NA,0.00
Occultic;Nine,PlayStation Vita,0.01,NA,NA,0.01,NA
Resistance Dual Pack,PlayStation 3,0.01,NA,0.01,NA,0.00
Goat Simulator: The Bundle,Xbox One,0.01,NA,0.01,NA,0.00
Harry Potter and the Chamber of Secrets,PC,0.01,NA,0.01,NA,0.00
Jake Hunter Detective Story: Prism of Eyes,PlayStation 4,0.01,NA,NA,0.01,NA
Nyaruko-San: Nafushigatai Game no You na Mono,PlayStation Vita,0.01,NA,NA,0.01,NA
Sengoku Basara 2 Heroes,Wii,0.01,NA,NA,0.01,NA
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PlayStation 2,0.01,NA,NA,0.01,NA
Victory Spike,PlayStation,0.01,NA,NA,0.01,0.00
Double Sequence: The Q-Virus Invasion,DS,0.01,0.01,NA,NA,0.00
Brothers in Arms: Furious 4,Xbox 360,0.01,0.01,NA,NA,NA
Football Manager 2005,PC,0.01,NA,0.01,NA,0.00
Banjo-Kazooie,XBL,0.01,NA,0.01,NA,0.00
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,0.01,NA,NA,0.01,NA
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,0.01,0.01,NA,NA,0.00
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PlayStation 2,0.01,NA,NA,0.01,NA
Hotel Transylvania 3: Monsters Overboard,Switch,0.01,0.01,NA,NA,0.00
Nora to Koujo to Noraneko Heart,PlayStation Vita,0.01,NA,NA,0.01,NA
BlazBlue: Calamity Trigger,PC,0.01,NA,0.01,NA,0.00
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,0.01,NA,NA,0.01,NA
Tempest 4000,PlayStation 4,0.01,0.01,NA,NA,0.00
Kao the Kangaroo,GBA,0.01,0.01,0.00,NA,0.00
The Elder Scrolls Online: Summerset,PC,0.01,NA,0.01,NA,0.00
Builder's Block,PlayStation,0.01,0.01,0.00,NA,0.00
Stardust Amazoness,3DS,0.01,NA,NA,0.01,NA
F.E.A.R. Perseus Mandate,PC,0.01,0.01,NA,NA,0.00
