title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale,platform
Aliens vs Predator: Requiem    ,PSP,0.22,0.03,0.12,N/A,0.07,PSP
WipeOut 3 The Game    ,X360,0.22,0.20,N/A,N/A,0.02,Xbox 360
Ragnarok DS    ,DS,0.22,0.10,N/A,0.11,0.01,DS
The Witch and the Hundred Knight    ,PS3,0.22,0.08,0.02,0.10,0.02,PlayStation 3
ATV Quad Kings    ,Wii,0.22,0.20,N/A,N/A,0.01,Wii
Nickelodeon Party Blast    ,XB,0.22,0.16,0.05,N/A,0.01,Xbox
NHL Championship 2000    ,PS,0.22,0.12,0.08,N/A,0.01,PlayStation
Transformers: Dark of the Moon    ,3DS,0.22,0.16,0.04,N/A,0.02,3DS
LEGO Harry Potter: Years 5-7    ,PC,0.22,0.05,0.15,N/A,0.03,PC
ShellShock: Nam '67    ,XB,0.22,0.16,0.05,N/A,0.01,Xbox
Kartia: The Word of Fate    ,PS,0.22,0.05,0.03,0.12,0.01,PlayStation
CSI: Fatal Conspiracy    ,Wii,0.22,0.12,0.08,N/A,0.02,Wii
The Bureau: XCOM Declassified    ,X360,0.22,0.10,0.10,N/A,0.02,Xbox 360
LEGO Harry Potter Collection     ,XOne,0.22,0.14,0.06,N/A,0.02,Xbox One
All-Star Baseball 2002    ,GC,0.22,0.17,0.04,N/A,0.01,GameCube
Deadly Creatures    ,Wii,0.22,0.08,0.12,N/A,0.02,Wii
Magna Carta: Tears of Blood    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Pinball Hall of Fame: The Williams Collection    ,PS3,0.22,0.20,N/A,N/A,0.02,PlayStation 3
Lethal Skies Elite Pilot: Team SW    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Zombie Army Trilogy    ,PS4,0.22,0.06,0.13,N/A,0.03,PlayStation 4
Shin Megami Tensei: Persona    ,PSP,0.22,0.08,N/A,0.13,0.01,PSP
Capcom vs. SNK    ,DC,0.22,N/A,N/A,0.22,N/A,Dreamcast
Return to PopoloCrois: A Story of Seasons Fairytale    ,3DS,0.22,0.09,N/A,0.11,0.01,3DS
Tamagotchi no KiraKira Omisecchi    ,DS,0.22,N/A,N/A,0.22,N/A,DS
From Russia With Love    ,GC,0.22,0.17,0.04,N/A,0.01,GameCube
Lords of the Fallen    ,XOne,0.22,0.10,0.10,N/A,0.02,Xbox One
Hitman 2    ,XOne,0.22,0.14,0.06,N/A,0.02,Xbox One
Outlast Trinity    ,PS4,0.22,0.09,0.09,N/A,0.04,PlayStation 4
Guitar Hero: Smash Hits    ,PS2,0.22,0.11,0.01,N/A,0.10,PlayStation 2
NCAA Basketball 09    ,X360,0.22,0.20,N/A,N/A,0.02,Xbox 360
Risen 2: Dark Waters    ,PC,0.22,N/A,0.19,N/A,0.03,PC
NFL Quarterback Club 2002    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Yu-Gi-Oh! GX: Spirit Caller (American Sales)    ,DS,0.22,0.18,0.03,N/A,0.02,DS
Danganronpa Another Episode: Ultra Despair Girls    ,PSV,0.22,0.06,0.01,0.12,0.02,PlayStation Vita
Kirby's Star Stacker    ,GB,0.22,N/A,N/A,0.22,N/A,Game Boy Advance
Puss in Boots    ,Wii,0.22,0.19,0.02,N/A,0.02,Wii
Ben 10 Alien Force: Vilgax Attacks    ,X360,0.22,0.11,0.09,N/A,0.02,Xbox 360
Judgment     ,PS4,0.22,N/A,N/A,0.22,N/A,PlayStation 4
Imagine: Detective    ,DS,0.22,0.14,0.01,N/A,0.06,DS
Growlanser: Heritage of War    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Tropico 3    ,X360,0.22,0.15,0.02,0.03,0.01,Xbox 360
Rugby 2004    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Disney's Magical Quest Starring Mickey and Minnie    ,GBA,0.22,0.16,0.06,N/A,0.00,GBA
Hasbro Family Game Night    ,DS,0.22,0.01,0.19,N/A,0.02,DS
KORG DS-10 Synthesizer    ,DS,0.22,0.19,0.01,N/A,0.02,DS
NBA 06    ,PSP,0.22,0.20,N/A,N/A,0.02,PSP
Warriors  Orochi 4    ,PS4,0.22,0.05,N/A,0.16,0.01,PlayStation 4
Naruto: Ninja Council    ,GBA,0.22,0.16,0.06,N/A,0.00,GBA
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana    ,DS,0.22,N/A,N/A,0.22,N/A,DS
Wreckless: ThE YaKuza MisSiOns    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Jikkyou Powerful Major League    ,PS2,0.22,N/A,N/A,0.22,N/A,PlayStation 2
NFL 2K3    ,GC,0.22,0.17,0.04,N/A,0.01,GameCube
Hidden Mysteries: Buckingham Palace    ,DS,0.22,0.13,0.07,N/A,0.02,DS
Disgaea D2    ,PS3,0.22,0.09,0.00,0.10,0.02,PlayStation 3
Saltwater Sportfishing    ,PS,0.22,0.12,0.08,N/A,0.01,PlayStation
Yoshi Touch & Go (JP sales)    ,DS,0.22,N/A,N/A,0.22,N/A,DS
Samurai Jack: The Amulet of Time    ,GBA,0.22,0.16,0.06,N/A,0.00,GBA
MySims Party    ,Wii,0.22,0.17,0.03,N/A,0.02,Wii
J-League Winning Eleven 2008: Club Championship    ,PS2,0.22,N/A,N/A,0.22,N/A,PlayStation 2
Jackie Chan: Stuntmaster    ,PS,0.22,0.12,0.08,N/A,0.01,PlayStation
Sports Car GT    ,PS,0.22,0.12,0.08,N/A,0.01,PlayStation
Big League Sports     ,X360,0.22,0.18,0.02,N/A,0.02,Xbox 360
Full Auto    ,X360,0.22,0.19,0.01,N/A,0.02,Xbox 360
Hunted: The Demon's Forge    ,X360,0.22,0.13,0.07,0.00,0.02,Xbox 360
Afrika    ,PS3,0.22,0.12,0.00,0.08,0.01,PlayStation 3
Scooby-Doo! Mystery Mayhem    ,GC,0.22,0.17,0.04,N/A,0.01,GameCube
Kanzen Chuuki Pro Yakyuu Greatest Nine    ,SAT,0.22,N/A,N/A,0.22,N/A,SAT
Dead Island    ,PC,0.22,0.12,0.07,N/A,0.02,PC
American Idol    ,GBA,0.22,0.15,0.06,N/A,0.00,GBA
Summer Athletics: The Ultimate Challenge (Others sales)    ,Wii,0.22,N/A,0.20,N/A,0.01,Wii
Britney's Dance Beat    ,GBA,0.22,0.15,0.06,N/A,0.00,GBA
Pass the Pigs    ,DS,0.22,0.20,N/A,N/A,0.02,DS
Shrek Superslam    ,GC,0.22,0.17,0.04,N/A,0.01,GameCube
Sailor Moon    ,SNES,0.22,N/A,N/A,0.22,0.00,SNES
WipeOut 3 The Game    ,3DS,0.22,0.19,N/A,N/A,0.02,3DS
G.I. Joe: The Rise of Cobra    ,Wii,0.22,0.17,0.03,N/A,0.02,Wii
Harry Potter and the Deathly Hallows - Part 2    ,DS,0.22,0.10,0.09,N/A,0.02,DS
Herdy Gerdy    ,PS2,0.22,0.11,0.08,N/A,0.03,PlayStation 2
Super Lucky's Tale    ,XOne,0.22,0.13,0.07,N/A,0.02,Xbox One
Jewel Quest: Expeditions    ,DS,0.22,0.03,0.17,N/A,0.01,DS
Dai-2-Ji Super Robot Taisen OG    ,PS3,0.22,N/A,N/A,0.22,N/A,PlayStation 3
Evolve    ,PC,0.22,0.10,0.10,N/A,0.02,PC
Armored Core V    ,X360,0.22,0.13,0.03,0.04,0.01,Xbox 360
Digimon World Re:Digitize    ,PSP,0.22,N/A,N/A,0.22,N/A,PSP
UFC Personal Trainer: The Ultimate Fitness System    ,PS3,0.22,0.10,0.08,N/A,0.03,PlayStation 3
Over G Fighters    ,X360,0.22,0.19,0.01,N/A,0.02,Xbox 360
NBA In The Zone 2000    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Dark Summit    ,PS2,0.21,0.11,0.08,N/A,0.03,PlayStation 2
Football Manager 2018    ,PC,0.21,N/A,0.20,N/A,0.01,PC
Anarchy Reigns    ,PS3,0.21,0.10,0.03,0.06,0.03,PlayStation 3
Cabela's Big Game Hunter: Ultimate Challenge    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
DiRT Rally    ,XOne,0.21,0.12,0.08,N/A,0.02,Xbox One
Magician's Quest: Town of Magic    ,3DS,0.21,N/A,N/A,0.21,N/A,3DS
Rampage: Total Destruction    ,Wii,0.21,0.19,0.01,N/A,0.02,Wii
TRON: Evolution - Battle Grids    ,Wii,0.21,0.17,0.03,N/A,0.01,Wii
The Dukes of Hazzard: Return of the General Lee    ,PS2,0.21,0.11,0.08,N/A,0.03,PlayStation 2
UFC Undisputed 2010    ,PSP,0.21,0.11,0.07,N/A,0.04,PSP
Pandemonium!    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Petz Rescue: Wildlife Vet    ,Wii,0.21,0.20,0.00,N/A,0.02,Wii
Namco Museum: 50th Anniversary    ,GC,0.21,0.17,0.04,N/A,0.01,GameCube
Crash 'N' Burn    ,PS2,0.21,0.11,0.08,N/A,0.03,PlayStation 2
EVE: Valkyrie    ,PS4,0.21,0.11,0.06,N/A,0.04,PlayStation 4
MLB 10: The Show    ,PSP,0.21,0.19,N/A,N/A,0.02,PSP
NBA    ,PSP,0.21,0.20,N/A,N/A,0.02,PSP
Teenage Mutant Ninja Turtles: Smash-Up    ,PS2,0.21,0.11,0.08,N/A,0.03,PlayStation 2
Pro Yakyuu Greatest Nine '97    ,SAT,0.21,N/A,N/A,0.21,N/A,SAT
Atelier Escha & Logy: Alchemists of the Dusk Sky    ,PS3,0.21,0.06,0.03,0.10,0.02,PlayStation 3
Lunar: Silver Star Story Complete    ,SAT,0.21,N/A,N/A,0.21,0.00,SAT
Dorabase DS: Dramatic Stadium    ,DS,0.21,N/A,N/A,0.21,N/A,DS
Star Trek: The Game    ,X360,0.21,0.12,0.08,N/A,0.02,Xbox 360
Disaster Report    ,PS2,0.21,0.03,0.02,0.15,0.01,PlayStation 2
EVE: burst error    ,SAT,0.21,N/A,N/A,0.21,N/A,SAT
Heroes of Ruin    ,3DS,0.21,0.13,0.07,N/A,0.02,3DS
Backyard NFL Football '09    ,Wii,0.21,0.20,N/A,N/A,0.02,Wii
Now! That's What I Call Music: Dance & Sing    ,Wii,0.21,N/A,0.18,N/A,0.03,Wii
College Hoops 2K7    ,X360,0.21,0.20,N/A,N/A,0.02,Xbox 360
NCAA March Madness 08    ,X360,0.21,0.20,N/A,N/A,0.02,Xbox 360
Speed Racer: The Videogame    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Nintendo Presents: Crossword Collection    ,DS,0.21,N/A,0.19,N/A,0.02,DS
Bratz: Forever Diamondz    ,GC,0.21,0.17,0.04,N/A,0.01,GameCube
WCW Backstage Assault    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
SingStar Pop Edition    ,PS3,0.21,N/A,0.19,N/A,0.03,PlayStation 3
The Legend of Heroes: Trails of Cold Steel    ,PS3,0.21,0.06,0.02,0.12,0.02,PlayStation 3
Wild Wild Racing    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
The Bard's Tale    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
The Magic School Bus: Oceans    ,DS,0.21,0.20,N/A,N/A,0.02,DS
Hannah Montana: The Movie    ,X360,0.21,0.14,0.05,N/A,0.02,Xbox 360
Momotarou Dentetsu 16    ,PS2,0.21,N/A,N/A,0.21,N/A,PlayStation 2
Senran Kagura: Peach Beach Splash    ,PS4,0.21,0.09,0.02,0.08,0.02,PlayStation 4
Robotech: The Macross Saga    ,GBA,0.21,0.15,0.06,N/A,0.00,GBA
Yu Yu Hakusho: Dark Tournament    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
MTV Celebrity Deathmatch    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack    ,PS3,0.21,N/A,N/A,0.21,N/A,PlayStation 3
SBK X: Superbike World Championship    ,PS3,0.21,0.05,0.13,N/A,0.04,PlayStation 3
Ys VIII: Lacrimosa of Dana    ,PS4,0.21,0.08,0.04,0.08,0.02,PlayStation 4
Lost Planet 3    ,PS3,0.21,0.07,0.05,0.06,0.03,PlayStation 3
Petz: Horse Club    ,Wii,0.21,0.20,N/A,N/A,0.02,Wii
Conflict Zone    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Hitman: HD Trilogy    ,PS3,0.21,0.07,0.10,N/A,0.03,PlayStation 3
Madden NFL 07    ,DS,0.21,0.20,0.00,N/A,0.02,DS
High School Musical 3: Senior Year DANCE!    ,X360,0.21,0.19,0.00,N/A,0.02,Xbox 360
Tom Clancy's Splinter Cell: Blacklist    ,PC,0.21,0.06,0.14,N/A,0.02,PC
Yoostar2    ,X360,0.21,0.11,0.09,N/A,0.02,Xbox 360
BloodRayne    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
Just Dance 2018    ,XOne,0.21,0.15,0.04,N/A,0.02,Xbox One
Where's Waldo? The Fantastic Journey    ,DS,0.21,0.20,N/A,N/A,0.02,DS
The Con    ,PSP,0.21,0.19,0.00,N/A,0.02,PSP
NHL 2K6    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
Marvel Super Hero Squad    ,PSP,0.21,0.17,0.02,N/A,0.02,PSP
Homefront: The Revolution    ,XOne,0.21,0.10,0.09,N/A,0.02,Xbox One
Tenchu: Return From Darkness    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
World Poker Tour    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Neo Contra    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Tony Hawk's American Sk8land    ,DS,0.21,0.19,0.01,N/A,0.02,DS
MVP Baseball    ,PSP,0.21,0.20,N/A,N/A,0.02,PSP
Bound By Flame    ,PS4,0.21,0.08,0.09,N/A,0.04,PlayStation 4
Hasbro Family Game Night 3    ,X360,0.21,0.17,0.03,N/A,0.02,Xbox 360
Breakaway IV    ,2600,0.21,0.20,0.01,N/A,0.00,2600
Ghostbusters II    ,2600,0.21,0.20,0.01,N/A,0.00,2600
RealSports Baseball    ,2600,0.21,0.20,0.01,N/A,0.00,2600
Fate/Extella: The Umbral Star    ,NS,0.21,0.10,0.06,0.04,0.02,Switch
Prince of Persia: Revelations    ,PSP,0.21,0.18,0.01,N/A,0.02,PSP
Imagine: Boutique Owner    ,DS,0.21,0.20,0.00,N/A,0.01,DS
Radiant Historia: Perfect Chronology    ,3DS,0.21,0.11,0.03,0.06,0.01,3DS
The BIGS 2    ,X360,0.21,0.19,0.01,N/A,0.02,Xbox 360
Frogger 3D    ,3DS,0.21,0.16,0.04,N/A,0.02,3DS
50 Cent: Blood on the Sand    ,X360,0.21,0.12,0.07,0.00,0.02,Xbox 360
Viewtiful Joe 2    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Quake III: Revolution     ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Pac-Man World 3    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Bass Pro Shops: The Strike    ,X360,0.21,0.20,N/A,N/A,0.02,Xbox 360
Naruto: Clash of Ninja (JP sales)    ,GC,0.21,N/A,N/A,0.21,0.01,GameCube
Robotech: Battlecry    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
NOëL: NOT DiGITAL    ,PS,0.21,N/A,N/A,0.20,0.01,PlayStation
Dragon Ball Z Hyper Dimension    ,SNES,0.21,N/A,N/A,0.21,N/A,SNES
FIFA 16    ,PC,0.21,0.07,0.13,N/A,0.02,PC
Pro Evolution Soccer 2012    ,Wii,0.21,0.08,0.08,0.03,0.02,Wii
HBO Boxing    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Cursed Mountain    ,Wii,0.21,0.09,0.10,N/A,0.02,Wii
Darkwatch    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
Move Fitness    ,PS3,0.21,N/A,0.17,N/A,0.04,PlayStation 3
Ninja Gaiden: Dragon Sword    ,DS,0.21,0.16,0.01,0.02,0.02,DS
Bratz: Girlz Really Rock    ,Wii,0.21,0.19,0.00,N/A,0.02,Wii
de Blob 2    ,PS3,0.21,0.11,0.07,N/A,0.03,PlayStation 3
The Chronicles of Narnia: Prince Caspian    ,DS,0.21,0.19,0.01,N/A,0.02,DS
A Boy and His Blob    ,Wii,0.21,0.18,0.01,N/A,0.02,Wii
Front Mission 5: Scars of the War    ,PS2,0.21,N/A,N/A,0.21,N/A,PlayStation 2
Tekken 3D: Prime Edition    ,3DS,0.21,0.06,0.08,0.05,0.01,3DS
Maximo vs Army of Zin    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
The Fairly OddParents: Breakin' Da Rules    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
The Legend of Spyro: The Eternal Night    ,Wii,0.21,0.18,0.02,N/A,0.02,Wii
Age of Empires: Mythologies    ,DS,0.21,0.16,0.03,N/A,0.02,DS
Order Up!    ,Wii,0.21,0.19,0.01,N/A,0.02,Wii
Summoner 2    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
The Land Before Time: Big Water Adventure    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
You Don't Know Jack    ,Wii,0.21,0.19,N/A,N/A,0.02,Wii
Project Versus J    ,PSV,0.21,N/A,0.03,0.17,0.01,PlayStation Vita
Shadow of Destiny    ,PS2,0.21,0.09,0.07,0.03,0.02,PlayStation 2
Brunswick Pro Bowling    ,PSP,0.21,0.19,N/A,N/A,0.02,PSP
Valkyria Chronicles III: Unrecorded Chronicles    ,PSP,0.21,N/A,N/A,0.21,N/A,PSP
Cabela's Deer Hunt: 2004 Season    ,XB,0.21,0.16,0.05,N/A,0.01,Xbox
The Sims 4: Cats & Dogs    ,PC,0.21,N/A,0.20,N/A,0.01,PC
Baja: Edge of Control    ,PS3,0.21,0.10,0.08,N/A,0.03,PlayStation 3
Fallout 76    ,PC,0.21,0.12,0.07,N/A,0.02,PC
ClayFighter 63 1/3    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
Cruis'n Exotica    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
Gex 3: Deep Cover Gecko    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
Monopoly    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
WCW Nitro    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
WinBack: Covert Operations    ,N64,0.21,0.17,0.04,N/A,0.00,Nintendo 64
SBK Superbike World Championship    ,X360,0.21,0.06,0.14,N/A,0.01,Xbox 360
NBA Live 16    ,PS4,0.21,0.13,0.05,N/A,0.04,PlayStation 4
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus    ,DS,0.21,0.10,0.03,0.07,0.01,DS
Disney's Planes    ,DS,0.21,0.11,0.09,N/A,0.02,DS
Bastard!! Utsuro Naru Kamigami no Utsuwa    ,PS,0.21,N/A,N/A,0.20,0.01,PlayStation
G.I. Joe: The Rise of Cobra    ,PS3,0.21,0.11,0.07,N/A,0.03,PlayStation 3
The King of Fighters '96    ,SAT,0.21,N/A,N/A,0.21,0.00,SAT
Bionicle    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
LEGO The Lord of the Rings    ,PC,0.21,0.07,0.13,N/A,0.02,PC
Conan Exiles    ,PS4,0.21,0.05,0.05,0.09,0.02,PlayStation 4
Angel Blade: Neo Tokyo Guardians    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Threads of Fate    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
World Series of Poker    ,PSP,0.21,0.19,0.00,N/A,0.02,PSP
PoPoLoCrois Monogatari II    ,PS,0.21,N/A,N/A,0.20,0.01,PlayStation
Vampire Rain    ,X360,0.21,0.18,0.00,0.01,0.02,Xbox 360
Famicom Mini: Ganbare Goemon! Karakuri Douchuu    ,GBA,0.21,N/A,N/A,0.20,0.01,GBA
Rayman Raving Rabbids    ,X360,0.21,0.18,0.01,N/A,0.02,Xbox 360
The Amazing Spider-Man (2012)    ,3DS,0.21,0.16,0.03,N/A,0.02,3DS
Deus Ex: The Conspiracy    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Unreal II: The Awakening    ,XB,0.21,0.17,0.04,N/A,0.01,Xbox
Rumble Racing    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Spider-Man: Web of Shadows    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Batman Begins    ,XB,0.21,0.16,0.04,N/A,0.01,Xbox
Guilty Gear Xrd: Sign    ,PS3,0.21,0.11,N/A,0.07,0.03,PlayStation 3
State of Decay: Year One Survival Edition    ,XOne,0.21,0.14,0.05,N/A,0.02,Xbox One
DEFIANCE    ,PC,0.21,0.14,0.04,N/A,0.02,PC
J-League Winning Eleven 10 + Europa League 06-07    ,PS2,0.21,N/A,N/A,0.21,N/A,PlayStation 2
Shrek: Reekin' Havoc    ,GBA,0.21,0.15,0.06,N/A,0.00,GBA
Champion Jockey: G1 Jockey & Gallop Racer    ,PS3,0.21,0.06,0.05,0.08,0.02,PlayStation 3
Way of the Samurai 3    ,X360,0.21,0.12,0.05,0.02,0.02,Xbox 360
Tales of Phantasia: Narikiri Dungeon X    ,PSP,0.21,N/A,N/A,0.21,N/A,PSP
Barbie: Groom and Glam Pups    ,Wii,0.21,0.18,0.02,N/A,0.02,Wii
JSRF: Jet Set Radio Future    ,XB,0.21,0.13,0.04,0.03,0.01,Xbox
NHL Hitz 20-02    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
Devil May Cry HD Collection    ,PS4,0.21,0.10,0.06,0.02,0.03,PlayStation 4
Greg Hastings Paintball 2    ,X360,0.21,0.19,N/A,N/A,0.01,Xbox 360
The Last Airbender    ,Wii,0.21,0.12,0.07,N/A,0.02,Wii
NCAA Football 2003    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
7 Days to Die    ,PS4,0.21,0.09,0.08,N/A,0.03,PlayStation 4
Rollcage    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Prison Break: The Conspiracy    ,X360,0.21,0.07,0.11,N/A,0.02,Xbox 360
Final Fantasy Fables: Chocobo's Dungeon    ,Wii,0.21,0.09,0.00,0.11,0.01,Wii
Blue Dragon Plus    ,DS,0.21,0.12,0.03,0.05,0.01,DS
StokEd    ,X360,0.21,0.18,0.01,N/A,0.02,Xbox 360
ESPN Winter X Games: Snowboarding 2002    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Zone of the Enders HD Collection    ,X360,0.21,0.15,0.03,0.01,0.02,Xbox 360
Project: Snowblind    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Dynasty Warriors 8: Empires    ,PS4,0.21,0.07,0.07,0.04,0.03,PlayStation 4
Super Robot Taisen K    ,DS,0.21,N/A,N/A,0.21,N/A,DS
You Don't Know Jack    ,X360,0.21,0.19,N/A,N/A,0.02,Xbox 360
Dragon's Dogma: Dark Arisen    ,PS4,0.21,0.07,0.07,0.03,0.03,PlayStation 4
Mortal Kombat: Special Forces    ,PS,0.21,0.12,0.08,N/A,0.01,PlayStation
Tony Hawk's Motion    ,DS,0.21,0.19,0.00,N/A,0.02,DS
Kan Colle Kai    ,PSV,0.21,N/A,N/A,0.21,N/A,PlayStation Vita
NCAA March Madness 07    ,X360,0.21,0.19,N/A,N/A,0.02,Xbox 360
Plants vs. Zombies    ,PS3,0.21,0.18,N/A,N/A,0.03,PlayStation 3
Shin Megami Tensei: Persona 3 (jp sales)    ,PS2,0.21,N/A,N/A,0.21,N/A,PlayStation 2
NBA Live 18    ,XOne,0.21,0.18,N/A,N/A,0.02,Xbox One
Evil Dead: Regeneration    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Street Fighter x Tekken    ,PSV,0.21,0.10,0.05,0.01,0.04,PlayStation Vita
The Lord of the Rings: War in the North    ,PC,0.21,0.07,0.11,N/A,0.03,PC
Disney's Planes    ,WiiU,0.21,0.14,0.04,N/A,0.02,Wii U
Wacky Races: Crash & Dash    ,DS,0.21,0.19,0.00,N/A,0.01,DS
theHunter: Call of the Wild    ,XOne,0.21,0.18,N/A,N/A,0.02,Xbox One
NCAA Football 10    ,PSP,0.21,0.19,N/A,N/A,0.02,PSP
Dead to Rights: Retribution    ,X360,0.21,0.11,0.08,0.00,0.02,Xbox 360
The Naked Brothers Band: The Video Game    ,Wii,0.21,0.19,N/A,N/A,0.01,Wii
NHL 2003    ,XB,0.21,0.15,0.04,N/A,0.01,Xbox
Tenchu: Shadow Assassins    ,Wii,0.21,0.15,0.01,0.03,0.01,Wii
X-Men: Children of the Atom    ,SAT,0.21,N/A,N/A,0.21,N/A,SAT
Tiger Woods PGA Tour    ,PSP,0.21,0.19,N/A,N/A,0.02,PSP
NHL 2K3    ,PS2,0.21,0.10,0.08,N/A,0.03,PlayStation 2
Yarudora Series Vol. 2: Kisetsu wo Dakishimete    ,PS,0.21,N/A,N/A,0.19,0.01,PlayStation
Heisei Kyouiku linkai DS    ,DS,0.21,N/A,N/A,0.21,N/A,DS
Discovery Kids: Pony Paradise    ,DS,0.21,0.19,N/A,N/A,0.01,DS
SpongeBob SquarePants: Game Boy Advance Video Volume 3    ,GBA,0.21,0.15,0.05,N/A,0.00,GBA
Pro Yakyuu Spirits 2010    ,PS3,0.21,N/A,N/A,0.21,N/A,PlayStation 3
Final Fight One    ,GBA,0.21,0.09,0.03,0.08,0.00,GBA
Gallop Racer 2003: A New Breed    ,PS2,0.21,0.04,0.03,0.12,0.01,PlayStation 2
BeyBlade VForce: Super Tournament Battle    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
Outlaw Golf 2    ,XB,0.21,0.15,0.04,N/A,0.01,Xbox
LBX: Little Battlers eXperience    ,3DS,0.21,N/A,N/A,0.21,N/A,3DS
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus    ,PSP,0.21,N/A,N/A,0.21,N/A,PSP
Bugs Bunny & Taz: Time Busters    ,PS,0.21,0.11,0.08,N/A,0.01,PlayStation
Dragon Ball Z: Sagas    ,GC,0.21,0.16,0.04,N/A,0.01,GameCube
Jikkyou Powerful Pro Yakyuu 2012    ,PS3,0.21,N/A,N/A,0.21,N/A,PlayStation 3
Wedding Dash    ,DS,0.21,0.19,N/A,N/A,0.01,DS
X2: Wolverine's Revenge    ,XB,0.21,0.15,0.04,N/A,0.01,Xbox
Power Rangers: Wild Force    ,GBA,0.21,0.15,0.05,N/A,0.00,GBA
Dragon Quest Monsters: Joker 3 - Professional    ,3DS,0.20,N/A,N/A,0.20,N/A,3DS
Mary-Kate and Ashley: Girls Night Out    ,GBA,0.20,0.15,0.05,N/A,0.00,GBA
The King of Fighters '95    ,NG,0.20,N/A,N/A,0.20,N/A,NG
Castlevania: Lords of Shadow 2    ,PS3,0.20,0.03,0.13,0.02,0.03,PlayStation 3
LEGO Harry Potter: Years 5-7    ,PSV,0.20,0.07,0.09,N/A,0.04,PlayStation Vita
Kingdom Hearts: The Story So Far    ,PS4,0.20,0.17,N/A,N/A,0.04,PlayStation 4
"Warhammer 40,000: Space Marine    ",PC,0.20,0.09,0.09,N/A,0.03,PC
Beyblade G-Revolution    ,GBA,0.20,0.15,0.05,N/A,0.00,GBA
Jillian Michaels' Fitness Adventure    ,X360,0.20,0.17,0.02,N/A,0.02,Xbox 360
Disney Art Academy    ,3DS,0.20,0.04,0.06,0.10,0.01,3DS
Trade & Battle: Card Hero    ,GB,0.20,N/A,N/A,0.20,0.00,Game Boy Advance
EVE Online    ,PC,0.20,N/A,0.19,N/A,0.01,PC
